"full_name","suburb","speed","st_asgeojson"
"Vineyard Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70104,-36.7298],[174.70112,-36.72969],[174.70122,-36.7296]]}"
,"Albany","80","{""type"":""LineString"",""coordinates"":[[174.70168,-36.72991],[174.70155,-36.72985],[174.70139,-36.72978],[174.70129,-36.72975],[174.70121,-36.72975],[174.70114,-36.72977],[174.70104,-36.7298]]}"
"Greenwich Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71035,-36.75438],[174.71055,-36.75426]]}"
"Greenwich Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71055,-36.75426],[174.71074,-36.75417],[174.71096,-36.75409]]}"
,"Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71101,-36.75424],[174.71102,-36.7542],[174.711,-36.75416],[174.71096,-36.75409]]}"
"Rosedale Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69625,-36.74251],[174.69641,-36.74247],[174.69655,-36.74244]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.6967,-36.74254],[174.69667,-36.74255],[174.69663,-36.74255],[174.6966,-36.74254],[174.69658,-36.74253]]}"
"Rosedale Rd","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.69658,-36.74253],[174.69642,-36.74252],[174.69625,-36.74251]]}"
"Red Oak Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.69222,-36.7519],[174.69226,-36.75191],[174.69232,-36.75189],[174.69235,-36.75186],[174.69239,-36.75177],[174.69243,-36.75168]]}"
"Red Oak Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.69243,-36.75168],[174.69308,-36.75155]]}"
"Red Oak Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.69229,-36.75172],[174.69236,-36.75169],[174.69243,-36.75168]]}"
"Stonedge Ln","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70818,-36.74356],[174.70822,-36.74338]]}"
"Cutts Cres","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.64735,-36.75552],[174.64766,-36.7552]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74825,-36.71448],[174.74806,-36.71447]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74806,-36.71447],[174.74779,-36.71446]]}"
"Calypso Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71778,-36.75596],[174.71749,-36.75576],[174.71738,-36.75572],[174.71726,-36.75571],[174.71715,-36.75573],[174.71699,-36.75582]]}"
"Calypso Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71688,-36.75596],[174.71692,-36.75595],[174.71695,-36.75593],[174.71697,-36.7559],[174.71699,-36.75582]]}"
"Calypso Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71727,-36.75643],[174.71698,-36.7562],[174.71692,-36.75614],[174.71689,-36.75608],[174.71688,-36.75602],[174.71688,-36.75596]]}"
"Calypso Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71688,-36.75596],[174.71685,-36.75594],[174.71684,-36.75591]]}"
"Calypso Way","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71684,-36.75591],[174.71685,-36.75588],[174.71689,-36.75585],[174.71694,-36.75583],[174.71699,-36.75582]]}"
"Cayman Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71748,-36.75752],[174.71741,-36.75748],[174.71736,-36.75745],[174.71733,-36.75742]]}"
"Capri Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71792,-36.75596],[174.71821,-36.75584],[174.71842,-36.75577],[174.7187,-36.75574],[174.71882,-36.75571],[174.71891,-36.75566],[174.71898,-36.75558]]}"
"Capri Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71898,-36.75558],[174.71903,-36.75551]]}"
"Capri Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71903,-36.75551],[174.71909,-36.75542]]}"
"East Coast Rd","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.7247,-36.70573],[174.72465,-36.70567],[174.72455,-36.70555],[174.72445,-36.70545]]}"
"East Coast Rd","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72445,-36.70545],[174.72433,-36.70536],[174.72423,-36.70529],[174.72413,-36.70523],[174.72397,-36.70514]]}"
,"Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72495,-36.70555],[174.72483,-36.70555],[174.72472,-36.70554],[174.72464,-36.70552],[174.72458,-36.7055],[174.72445,-36.70545]]}"
"Cayman Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71748,-36.75752],[174.71746,-36.75744],[174.71745,-36.75739],[174.71743,-36.75735],[174.71739,-36.75732]]}"
"Cayman Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71748,-36.75752],[174.71756,-36.75757],[174.71765,-36.75759],[174.71777,-36.75759],[174.71787,-36.75756],[174.71821,-36.75737],[174.71832,-36.75728],[174.71839,-36.7572],[174.71847,-36.75706]]}"
"Cayman Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71739,-36.75732],[174.71742,-36.75721],[174.71747,-36.75715],[174.71754,-36.75708],[174.71764,-36.757],[174.71778,-36.75691]]}"
"Cayman Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71733,-36.75742],[174.71732,-36.75738],[174.71732,-36.75735],[174.71734,-36.75733],[174.71739,-36.75732]]}"
"Aberdeen Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75918,-36.75444],[174.75936,-36.75429],[174.75958,-36.75411]]}"
"East Coast Rd","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.74908,-36.75219],[174.74894,-36.75211],[174.74881,-36.75203],[174.74795,-36.75142]]}"
"East Coast Rd","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.74795,-36.75142],[174.74779,-36.75131]]}"
"Weatherly Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.7348,-36.70433],[174.73542,-36.70429]]}"
"Manly Espl","Browns Bay","30","{""type"":""LineString"",""coordinates"":[[174.75,-36.71212],[174.75041,-36.71146]]}"
"Mandeville Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72179,-36.75964],[174.72167,-36.7596],[174.72158,-36.75954],[174.72152,-36.75946],[174.72147,-36.75936],[174.72145,-36.75926],[174.72146,-36.75882],[174.72145,-36.75872],[174.72141,-36.75863],[174.72135,-36.75856]]}"
"Mandeville Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72179,-36.75964],[174.72185,-36.75961],[174.72191,-36.7596],[174.72196,-36.7596]]}"
"Mandeville Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72204,-36.75968],[174.72203,-36.75965],[174.72201,-36.75962],[174.72196,-36.7596]]}"
"Mandeville Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.7219,-36.75971],[174.72195,-36.75971],[174.722,-36.7597],[174.72204,-36.75968]]}"
"Mandeville Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.7219,-36.75971],[174.72186,-36.75969],[174.72179,-36.75964]]}"
"Mandeville Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72161,-36.76012],[174.72174,-36.76005],[174.72181,-36.75999],[174.72184,-36.75994],[174.72186,-36.75984],[174.7219,-36.75971]]}"
"Tyrico Clos","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72168,-36.75769],[174.72149,-36.7578],[174.7213,-36.75783],[174.7212,-36.75783],[174.72112,-36.7578],[174.72107,-36.75774],[174.72106,-36.75767],[174.72107,-36.75759],[174.72113,-36.75739],[174.72112,-36.75732],[174.72107,-36.75726],[174.72099,-36.75723]]}"
"Tyrico Clos","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72055,-36.75829],[174.72034,-36.7579],[174.72031,-36.75779],[174.72031,-36.7577],[174.72035,-36.75757],[174.72041,-36.75748],[174.7205,-36.75738],[174.72061,-36.7573],[174.72071,-36.75725]]}"
"Tyrico Clos","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72071,-36.75725],[174.72088,-36.75723],[174.72099,-36.75723]]}"
"Tyrico Clos","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72071,-36.75725],[174.72074,-36.75721],[174.72076,-36.75718],[174.72079,-36.75715],[174.72083,-36.75713],[174.72088,-36.75713]]}"
"Tyrico Clos","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72099,-36.75723],[174.72096,-36.75718],[174.72092,-36.75715],[174.72088,-36.75713]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74228,-36.68857],[174.74216,-36.6885],[174.74205,-36.6884]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74205,-36.6884],[174.74174,-36.68817]]}"
"Glamorgan Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72548,-36.70515],[174.72554,-36.70512],[174.7256,-36.7051],[174.7257,-36.70507],[174.72585,-36.70503],[174.72602,-36.70499],[174.7262,-36.70496],[174.72638,-36.70494],[174.7266,-36.70493],[174.72695,-36.70492],[174.72732,-36.70492],[174.72754,-36.70492],[174.72772,-36.70491],[174.72781,-36.7049],[174.72791,-36.70488],[174.72798,-36.70486],[174.72808,-36.70482],[174.72817,-36.70478]]}"
"Glamorgan Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72817,-36.70478],[174.72828,-36.70473],[174.72838,-36.70468]]}"
"Lingham Cres","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73361,-36.70404],[174.73341,-36.70388]]}"
"Lingham Cres","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73341,-36.70388],[174.73303,-36.70353]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74698,-36.71444],[174.74711,-36.71444]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74698,-36.71444],[174.74553,-36.71442]]}"
"Anzac Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74439,-36.71677],[174.74411,-36.71676],[174.74385,-36.71676]]}"
"Anzac Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74475,-36.71678],[174.74439,-36.71677]]}"
"Anzac Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74613,-36.71679],[174.74645,-36.71679]]}"
"Anzac Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74583,-36.71679],[174.74613,-36.71679]]}"
"Weatherly Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.7348,-36.70433],[174.73414,-36.70439],[174.73402,-36.70437],[174.73393,-36.70433],[174.73385,-36.70427],[174.73371,-36.70415]]}"
"Woodridge Ave","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72954,-36.71433],[174.72975,-36.71415],[174.72991,-36.71405],[174.73039,-36.71382]]}"
"Woodridge Ave","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.73039,-36.71382],[174.73062,-36.71368],[174.73071,-36.71358],[174.73078,-36.71347],[174.73081,-36.71336]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.7199,-36.71649],[174.72001,-36.71634]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.72001,-36.71634],[174.72013,-36.71618]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.72013,-36.71618],[174.72044,-36.71581]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71928,-36.71714],[174.7194,-36.71709]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71879,-36.71734],[174.71908,-36.71723]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71908,-36.71723],[174.71928,-36.71714]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71784,-36.7179],[174.71794,-36.71778]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71794,-36.71778],[174.718,-36.71771],[174.71808,-36.71764]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71808,-36.71764],[174.71822,-36.71755],[174.71832,-36.7175],[174.71844,-36.71745],[174.71867,-36.71738]]}"
"Canyon Dr","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71786,-36.7155],[174.71767,-36.71537]]}"
"Canyon Dr","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71767,-36.71537],[174.71745,-36.7152]]}"
"Aberdeen Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.76185,-36.75294],[174.76255,-36.75265]]}"
"Rae Rd","Campbells Bay","10","{""type"":""LineString"",""coordinates"":[[174.75977,-36.75394],[174.75948,-36.75371]]}"
"Rae Rd","Campbells Bay","10","{""type"":""LineString"",""coordinates"":[[174.75948,-36.75371],[174.75892,-36.75332],[174.75884,-36.75324]]}"
,"Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.73406,-36.73456],[174.73411,-36.73449],[174.73415,-36.73443]]}"
,"Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.73415,-36.73443],[174.73418,-36.73437],[174.73421,-36.73431]]}"
"Fairview Ave","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71545,-36.7116],[174.71533,-36.71152],[174.71524,-36.71147],[174.71513,-36.71143],[174.71496,-36.71139],[174.71473,-36.71137]]}"
"Fairview Ave","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71473,-36.71137],[174.71452,-36.71131],[174.71433,-36.71124],[174.71417,-36.71115],[174.71399,-36.71102],[174.71385,-36.71087],[174.71377,-36.71074]]}"
"Gills Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69567,-36.72309],[174.69585,-36.723]]}"
"Gills Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69585,-36.723],[174.69597,-36.72295]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73427,-36.73121],[174.73408,-36.73119],[174.73396,-36.73117],[174.73388,-36.73115]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73388,-36.73115],[174.73375,-36.73111],[174.73355,-36.73104]]}"
"Beach Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75513,-36.7413],[174.75523,-36.74128],[174.75533,-36.74126],[174.75543,-36.74124]]}"
"Beach Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75513,-36.7413],[174.75504,-36.74131],[174.75496,-36.74131],[174.75487,-36.7413],[174.75478,-36.74128],[174.7547,-36.74125],[174.75462,-36.7412]]}"
,"Mairangi Bay","10","{""type"":""LineString"",""coordinates"":[[174.75424,-36.73904],[174.75419,-36.73889]]}"
"Albany Hwy","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.70178,-36.75595],[174.7017,-36.75589]]}"
"Albany Hwy","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.7017,-36.75589],[174.70146,-36.7557]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.7017,-36.75589],[174.70169,-36.75578],[174.70169,-36.75571],[174.7017,-36.75564],[174.70172,-36.75555]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71746,-36.69589],[174.71754,-36.69578],[174.71759,-36.6957],[174.71762,-36.69561],[174.71763,-36.69553],[174.71762,-36.69545],[174.71759,-36.69538],[174.71744,-36.69519],[174.71736,-36.6951],[174.71731,-36.69503],[174.71727,-36.69494],[174.71725,-36.69484],[174.71726,-36.69475],[174.71734,-36.69452]]}"
"East Coast Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70341,-36.68503],[174.7032,-36.68498],[174.70299,-36.68493]]}"
"East Coast Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70299,-36.68493],[174.70283,-36.68488],[174.70262,-36.6848],[174.70241,-36.68471],[174.7022,-36.6846],[174.70199,-36.68448],[174.70179,-36.68434]]}"
"East Coast Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70543,-36.68595],[174.70531,-36.68583],[174.70517,-36.68572],[174.70504,-36.68562],[174.70486,-36.68551],[174.70469,-36.68542],[174.70443,-36.68531],[174.70418,-36.68523],[174.70393,-36.68516]]}"
"East Coast Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70393,-36.68516],[174.7037,-36.6851],[174.70341,-36.68503]]}"
"Westminster Gdns","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71396,-36.7587],[174.71417,-36.7585],[174.71435,-36.75836],[174.7144,-36.75833]]}"
"Westminster Gdns","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.7144,-36.75833],[174.71493,-36.75798]]}"
"Bass Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.68904,-36.73869],[174.68979,-36.73802],[174.69056,-36.73737]]}"
"Elliott Rose Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71311,-36.72292],[174.71309,-36.72267],[174.71306,-36.72261],[174.713,-36.72257],[174.71291,-36.72255]]}"
"Elliott Rose Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71222,-36.72252],[174.7117,-36.7225],[174.71155,-36.72244]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75657,-36.69585],[174.75721,-36.69554]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75527,-36.69648],[174.75638,-36.69595]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75638,-36.69595],[174.75657,-36.69585]]}"
"Cliff Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75915,-36.69459],[174.75939,-36.69445],[174.75944,-36.69439],[174.75945,-36.69434],[174.75943,-36.69429],[174.75938,-36.69424],[174.75921,-36.69418]]}"
"Cliff Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75921,-36.69418],[174.759,-36.69411]]}"
"Cliff Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.759,-36.69411],[174.75808,-36.69378]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75351,-36.69735],[174.7548,-36.69673]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.7548,-36.69673],[174.75508,-36.69659]]}"
"County Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74969,-36.69488],[174.75013,-36.69474],[174.7506,-36.69458]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75891,-36.69471],[174.75915,-36.69459]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75849,-36.69492],[174.75872,-36.69481]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75872,-36.69481],[174.75891,-36.69471]]}"
"Caldera Dr","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74181,-36.6915],[174.74189,-36.69152],[174.74197,-36.69152],[174.74206,-36.69148],[174.74222,-36.69137]]}"
"Caldera Dr","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74222,-36.69137],[174.74319,-36.69065]]}"
"Cornerstone Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71097,-36.72368],[174.71123,-36.72326],[174.7114,-36.72291]]}"
"Cornerstone Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.7114,-36.72291],[174.71155,-36.72244]]}"
"Elliott Rose Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71103,-36.72237],[174.71089,-36.72235]]}"
"Elliott Rose Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71089,-36.72235],[174.71025,-36.72229]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74553,-36.71442],[174.74335,-36.71439]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74309,-36.71441],[174.74335,-36.71439]]}"
"Sample Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.68784,-36.74076],[174.68773,-36.74074],[174.68766,-36.7407],[174.68728,-36.74044]]}"
